ID	CARD|ARO Accession	CARD|CVTERM ID	CARD|Model Sequence ID	CARD|Model ID	CARD|Model Name	CARD|ARO Name	CARD|Protein Accession	CARD|DNA Accession	CARD|AMR Gene Family	CARD|Drug Class	CARD|Resistance Mechanism	RES|Gene_accession no.	RES|Class	RES|Phenotype	RES|PMID	RES|Mechanism of resistance	RES|Notes	RES|Required_gene
CardRes_01611	ARO:3002232	38632	1970	1712	IMP-41	IMP-41	BAM62795.1	AB753458	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-41_1_AB753458	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	Unpublished	Enzymatic inactivation	Subclass B1	nan
CardRes_01612	ARO:3002961	39395	479	1713	vanYM	vanYM	ACL82959.1	FJ349556	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration							
CardRes_01613	ARO:3001306	37705	493	1714	ErmW	ErmW	BAA03402.1	D14532	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(W)_1_D14532	"Macrolide, Lincosamide, Streptogramin B"	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"	8163173	Target modification	"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary"	nan
CardRes_01614	ARO:3001785	38185	1218	1715	OXA-73	OXA-73	AAW22056.1	AY762325	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-73_1_AY762325	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class D;OXA-23-like;;;	nan
CardRes_01615	ARO:3001584	37984	1613	1716	OXA-398	OXA-398	AIT76095.1	KM087842	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-398_1_KM087842	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class D;OXA-23-like;Natural in Acinetobacter baumannii;;	nan
CardRes_01616	ARO:3001693	38093	971	1717	OXA-230	OXA-230	AFM55002.1	JQ422054	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-230_1_JQ422054	Beta-lactam	Unknown	22508298	Enzymatic inactivation	Class D;OXA-228-like;Natural in Acinetobacter bereziniae;;	nan
CardRes_01617	ARO:3003009	39443	302	1719	ceoA	ceoA	AAB58160.1	U97042	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;fluoroquinolone antibiotic	antibiotic efflux							
CardRes_01618	ARO:3000343	36482	75	1720	tap	tap	CAA03986.1	AJ000283	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux							
CardRes_01619	ARO:3001375	37775	1723	1722	TEM-184	TEM-184	CCA61905.1	FR848831	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-184_1_FR848831	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_01620	ARO:3002235	38635	872	1723	IMP-44	IMP-44	BAM98942.1	AB777501	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-44_1_AB777501	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	23836174	Enzymatic inactivation	Subclass B1	nan
CardRes_01621	ARO:3002947	39381	534	1724	vanHM	vanHM	ACL82960.1	FJ349556	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration							
CardRes_01622	ARO:3000964	37344	842	1725	TEM-101	TEM-101	AAM18924.1	AF495873	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-101_1_AF495873	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_01623	ARO:3002158	38558	1189	1726	FOX-4	FOX-4	CAB89086.1	AJ277535	FOX beta-lactamase	cephalosporin;cephamycin	antibiotic inactivation	blaFOX-4_1_AJ277535	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	10952615	Enzymatic inactivation	Class C	nan
CardRes_01624	ARO:3001127	37507	1716	1727	SHV-73	SHV-73	CAJ47128.2	AM176548	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-73_1_AM176548	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	19272757	Enzymatic inactivation	Class A	nan
CardRes_01625	ARO:3001769	38169	1934	1728	OXA-42	OXA-42	CAD32564.1	AJ488302	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-42_1_AJ488302	Beta-lactam	None	12356787	Enzymatic inactivation	Class D;OXA-42-like;Natural in Burkholderia pseudomallei;;Oxacillin-hydrolysing beta-lactamases	nan
CardRes_01626	ARO:3001927	38327	1107	1729	CTX-M-66	CTX-M-66	ABQ45409.1	EF576988	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-66_1_EF576988	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	17913434	Enzymatic inactivation	Class A	nan
CardRes_01627	ARO:3001676	38076	1296	1730	OXA-235	OXA-235	AFH36330.1	JQ820240	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-235_1_JQ820240	Beta-lactam	"Amoxicillin, Ampicillin, Cefoxitin, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	23439638	Enzymatic inactivation	Class D;OXA-134-like;;;	nan
CardRes_01628	ARO:3000318	36457	6082	1731	mphB	mphB	BAA12910.1	D85892.1	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation	mph(B)_1_D85892	Macrolide	"Erythromycin, Spiramycin, Telithromycin"	8900063	Enzymatic inactivation 	Macrolide phosphotransferase	nan
CardRes_01629	ARO:3001190	37570	1145	1732	SHV-151	SHV-151	AFQ23957.1	JX121118	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-151_1_JX121118	Beta-lactam	Unknown	23587957	Enzymatic inactivation	Class A	nan
CardRes_01630	ARO:3001606	38006	1765	1733	OXA-415	OXA-415	AIG94927.1	KJ865754	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-415_1_KJ865754	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class D;OXA-2-like;;;	nan
CardRes_01631	ARO:3002260	38660	1016	1734	IND-4	IND-4	AAG29765.2	AF219135	IND beta-lactamase	carbapenem	antibiotic inactivation	blaIND-4_1_AF219135	Beta-lactam	"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem"	11036018	Enzymatic inactivation	Chromosomal metallo beta-lactamase	nan
CardRes_01632	ARO:3002840	39274	144	1735	vatA	vatA	AAA26683.1	L07778	streptogramin vat acetyltransferase	streptogramin antibiotic	antibiotic inactivation	vat(A)_1_L07778	Streptogramin A	"Dalfopristin, Pristinamycin IIA, Virginiamycin M"	8344533	Enzymatic inactivation 	Streptogramin A acetyltransferase	nan
CardRes_01633	ARO:3002353	38753	1555	1736	GES-24	GES-24	BAP75641.1	AB901141	GES beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation							
CardRes_01634	ARO:3002623	39023	185	1737	ANT(4')-Ia	ANT(4')-Ia	AAO83986.1	EF540343	ANT(4')	aminoglycoside antibiotic	antibiotic inactivation	ant(4')-Ib_1_AJ506108	Aminoglycoside	"Amikacin, Tobramycin, Isepamicin, Dibekacin"	12654668	Enzymatic modification	Alternative name aadA2	nan
CardRes_01635	ARO:3001907	38307	1981	1738	CTX-M-45	CTX-M-45	BAA28282.1	D89862	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation							
CardRes_01636	ARO:3001075	37455	1872	1739	SHV-16	SHV-16	AAC98092.2	AF072684	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-16_1_AF072684	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	11502518	Enzymatic inactivation	Class A	nan
CardRes_01637	ARO:3000922	37302	1886	1740	TEM-53	TEM-53	AAD22538.1	AF104441	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-53_1_AF104441	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	9925535	Enzymatic inactivation	Class A	nan
CardRes_01638	ARO:3001546	37946	1763	1741	OXA-359	OXA-359	AGZ83155.1	KF421162	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-359_1_KF421162	Beta-lactam	Unknown	24288029	Enzymatic inactivation	Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus;;	nan
CardRes_01639	ARO:3001086	37466	1946	1742	SHV-28	SHV-28	AAG15384.1	AF299299	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-28_1_AF299299	Beta-lactam	Unknown	19172061	Enzymatic inactivation	Class A	nan
CardRes_01640	ARO:3001526	37926	1841	1743	OXA-338	OXA-338	AHN07454.1	KF048909	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-338_1_KF048909	Beta-lactam	Unknown	25616788	Enzymatic inactivation	Class D;OXA-51-like;Natural in Acinetobacter baumannii;;	nan
CardRes_01641	ARO:3002702	39136	699	1744	cmrA	cmrA	AAC45805.1	AF015087	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux							
CardRes_01642	ARO:3002215	38615	1907	1746	IMP-24	IMP-24	ABM68358.1	EF192154	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-24_1_EF192154	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	18804966	Enzymatic inactivation	Subclass B1	nan
CardRes_01643	ARO:3002115	38515	1441	1747	CMY-103	CMY-103	AHA80104.1	KF526116	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-103_1_KF526116	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	24916079	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_01644	ARO:3003112	39688	76	1748	lsaC	lsaC	AEA37904.1	HM990671	ABC-F ATP-binding cassette ribosomal protection protein	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection	lsa(C)_1_HM990671	"Lincosamide, Streptogramin A, Pleuromutilin"	"Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"	"21245447, 27006457"	Target protection	ABC transporter	nan
CardRes_01645	ARO:3002209	38609	912	1749	IMP-18	IMP-18	AEQ73520.1	JN596991	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation							
CardRes_01646	ARO:3001682	38082	1530	1750	OXA-254	OXA-254	BAN10684.1	AB781687	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-254_1_AB781687	Beta-lactam	Unknown	23719027	Enzymatic inactivation	Class D;OXA-51-like;Natural in Acinetobacter baumannii;;	nan
CardRes_01647	ARO:3000599	36738	5165	1751	Erm(33)	Erm(33)	CAC86410.1	AJ313523.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(33)_1_AJ579365	"Macrolide, Lincosamide, Streptogramin B"	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"	15471995	Target modification	"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary"	nan
CardRes_01648	ARO:3001327	37726	4682	1752	mdtK	MdtK	AML99881.1	CP014358.1	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic	antibiotic efflux							
CardRes_01649	ARO:3001187	37567	829	1753	SHV-148	SHV-148	AFQ23954.1	JX121115	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-148_1_JX121115	Beta-lactam	Unknown	23587957	Enzymatic inactivation	Class A	nan
CardRes_01650	ARO:3002913	39347	675	1754	vanO	vanO	AHA41500.1	KF478993	glycopeptide resistance gene cluster;van ligase	glycopeptide antibiotic	antibiotic target alteration							
CardRes_01651	ARO:3001885	38285	1411	1755	CTX-M-23	CTX-M-23	AAL99990.1	AF488377	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-23_1_AF488377	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	15201232	Enzymatic inactivation	Class A	nan
CardRes_01652	ARO:3002106	38506	1549	1756	CMY-93	CMY-93	AHM76768.1	KF992025	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-93_1_KF992025	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	25501887	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_01653	ARO:3000027	36036	411	1757	emrA	emrA	BAA16547.1	AP009048	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux							
CardRes_01654	ARO:3001514	37914	974	1758	OXA-326	OXA-326	AGW16408.1	KF203100	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-326_1_KF203100	Beta-lactam	Unknown	24288029	Enzymatic inactivation	Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus;;	nan
CardRes_01655	ARO:3002908	39342	258	1759	vanF	vanF	AAF36803.1	AF155139	glycopeptide resistance gene cluster;van ligase	glycopeptide antibiotic	antibiotic target alteration							
CardRes_01656	ARO:3002750	39184	555	1760	QnrB35	QnrB35	AEL00456.1	JN173057	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrB35_1_JN173057	Quinolone	Ciprofloxacin 	21844311	Target protection	nan	nan
CardRes_01657	ARO:3001538	37938	1133	1761	OXA-351	OXA-351	AGW83449.1	KF297580	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-351_1_KF297580	Beta-lactam	Unknown	24288029	Enzymatic inactivation	Class D;OXA-213-like;Natural in Acinetobacter calcoaceticus;;	nan
CardRes_01658	ARO:3002616	39016	373	1762	aadA16	aadA16	ACF17980.1	EU675686	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aadA16_1_EU675686	Aminoglycoside	"Spectinomycin,Streptomycin"	19008256	Enzymatic modification	nan	nan
CardRes_01659	ARO:3000590	36729	777	1763	NDM-2	NDM-2	AEA41876.1	JF703135	NDM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation	blaNDM-2_1_JF703135	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	21427107	Enzymatic inactivation	Subclass B1	nan
CardRes_01660	ARO:3001647	38047	4681	1764	OXA-97	OXA-97	ABO33299.1	EF102240.1	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-97_1_EF102240	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem"	18299404	Enzymatic inactivation	Class D;OXA-58-like;;;	nan
CardRes_01661	ARO:3001795	38195	1056	1765	OXA-56	OXA-56	AAR32651.1	AY445080	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-56_1_AY445080	Beta-lactam	Unknown	15047554	Enzymatic inactivation	Class D;OXA-10-like;;;	nan
CardRes_01662	ARO:3002284	38684	1082	1766	VIM-14	VIM-14	AAT48653.1	AY635904	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaVIM-14_1_FJ445404	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	21521413	Enzymatic inactivation	Subclass B1	nan
CardRes_01663	ARO:3002433	38833	1287	1767	OKP-A-16	OKP-A-16	ACN65418.1	FJ755840	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOKP-A-16_1_FJ755840	Beta-lactam	unknown	21035968	Enzymatic inactivation	Chromosomal	nan
CardRes_01664	ARO:3002002	38402	1185	1768	CTX-M-144	CTX-M-144	AHX39588.1	KJ020573	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-144_1_KJ020573	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	24999233	Enzymatic inactivation	Class A	nan
CardRes_01665	ARO:3001975	38375	766	1769	CTX-M-115	CTX-M-115	AIL54055.1	KJ911020	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation							
CardRes_01666	ARO:3000989	37369	1644	1770	TEM-127	TEM-127	AAR89358.1	AY368236	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-127_1_AY368236	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	15650379	Enzymatic inactivation	Class A	nan
CardRes_01667	ARO:3000890	37270	928	1771	TEM-19	TEM-19	AFN21551.1	JX042489	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-19_1_JX042489	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	23838947	Enzymatic inactivation	Class A	nan
CardRes_01668	ARO:3002611	39011	13	1772	aadA11	aadA11	AAV32840.1	AY758206	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aadA11_1_AY144590	Aminoglycoside	"Spectinomycin,Streptomycin"	16451415	Enzymatic modification	nan	nan
CardRes_01669	ARO:3001966	38366	1271	1774	CTX-M-106	CTX-M-106	ADZ31262.1	HQ913565	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation							
CardRes_01670	ARO:3002796	39230	348	1775	QnrS7	QnrS7	AHE41344.1	KF730651	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrS7_1_KF730651	Quinolone	Ciprofloxacin	unpublished	Target protection	nan	nan
CardRes_01671	ARO:3001198	37578	1788	1776	SHV-159	SHV-159	AFQ23965.1	JX121126	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-159_1_JX121126	Beta-lactam	Unknown	23587957	Enzymatic inactivation	Class A	nan
CardRes_01672	ARO:3001661	38061	968	1777	OXA-177	OXA-177	ADI58621.1	HM113563	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-177_1_HM113563	Beta-lactam	Unknown	20713680	Enzymatic inactivation	Class D;OXA-51-like;Natural in Acinetobacter baumannii;;	nan
CardRes_01673	ARO:3002422	38822	1598	1778	OKP-A-5	OKP-A-5	CAJ19602.1	AM051143	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOKP-A-5_1_AM051143	Beta-lactam	unknown	15215087	Enzymatic inactivation	Chromosomal	nan
CardRes_01674	ARO:3001875	38275	1008	1779	CTX-M-12	CTX-M-12	AAG34108.1	AF305837	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-12_1_DQ821704	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	"17227703, 11408239"	Enzymatic inactivation	Class A	nan
CardRes_01675	ARO:3001779	38179	1524	1780	OXA-146	OXA-146	ACI28281.1	FJ194494	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-146_1_FJ194494	Beta-lactam	Unknown	23877677	Enzymatic inactivation	Class D;OXA-23-like;;;	nan
CardRes_01676	ARO:3000848	37228	1968	1718	DIM-1 beta-lactamase	DIM-1	AGC92784.1	KC004136	DIM beta-lactamase	carbapenem;cephalosporin	antibiotic inactivation	blaDIM-1_1_GU323019	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	20308383	Enzymatic inactivation	metallo beta-lactamase	nan
CardRes_01677	ARO:3000573	36712	4680	1773	tet(43)	tet(43)	ACS83748.1	GQ244501.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tet(43)_1_GQ244501	Tetracycline	"Doxycycline, Tetracycline"	20453147	Increased efflux	nan	nan
CardRes_01678	ARO:3002523	38923	53	1781	AAC(2')-Ia	AAC(2')-Ia	AAA03550.1	L06156	AAC(2')	aminoglycoside antibiotic	antibiotic inactivation	aac(2')-Ia_1_L06156	Aminoglycoside	"Gentamicin,Tobramycin,Dibekacin,Netilmicin"	8407825	Enzymatic modification	nan	nan
CardRes_01679	ARO:3000884	37264	996	1782	TEM-12	TEM-12	AAA25053.1	M88143	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-12_1_M88143	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	1329636	Enzymatic inactivation	Class A	nan
CardRes_01680	ARO:3002306	38706	1578	1783	VIM-36	VIM-36	AGC50806.1	JX982635	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaVIM-36_1_JX982635 	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	24603963	Enzymatic inactivation	Subclass B1	nan
CardRes_01681	ARO:3001522	37922	1687	1784	OXA-334	OXA-334	AGW16416.1	KF203108	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-334_1_KF203108	Beta-lactam	Unknown	24288029	Enzymatic inactivation	Class D;OXA-211-like;Natural in Acinetobacter johnsonii;;	nan
CardRes_01682	ARO:3000917	37297	1650	1785	TEM-48	TEM-48	CAA71323.1	Y10280	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-48_1_Y10280	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	9517925	Enzymatic inactivation	Class A	nan
CardRes_01683	ARO:3003033	39467	414	1786	mexY	mexY	BAA34300.1	AB015853	resistance-nodulation-cell division (RND) antibiotic efflux pump	acridine dye;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic	antibiotic efflux							
